Incident Number,Close Code
21203668, DIS
21064741,ABAN
21176527,ABAN
21178484,ABAN
21198567,ABAN
21209299,ABAN
21239692,ABAN
21239731,ABAN
21254705,ABAN
21047838,ACC 
21300389,ACC 
21002731,ACC 
21008582,ACC 
21014297,ACC 
21016284,ACC 
21020832,ACC 
21024878,ACC 
21032997,ACC 
21033314,ACC 
21034499,ACC 
21035733,ACC 
21046766,ACC 
21049260,ACC 
21056556,ACC 
21057623,ACC 
21062622,ACC 
21063991,ACC 
21067695,ACC 
21068283,ACC 
21068869,ACC 
21073345,ACC 
21074036,ACC 
21074758,ACC 
21075974,ACC 
21076321,ACC 
21082209,ACC 
21086549,ACC 
21093297,ACC 
21094063,ACC 
21094425,ACC 
21095373,ACC 
21095902,ACC 
21098520,ACC 
21100111,ACC 
21107955,ACC 
21109504,ACC 
21112932,ACC 
21119932,ACC 
21119957,ACC 
21131533,ACC 
21132751,ACC 
21132953,ACC 
21133884,ACC 
21134122,ACC 
21135887,ACC 
21137017,ACC 
21137025,ACC 
21137114,ACC 
21138042,ACC 
21138950,ACC 
21140411,ACC 
21140744,ACC 
21144987,ACC 
21146853,ACC 
21148150,ACC 
21153128,ACC 
21154727,ACC 
21154875,ACC 
21156041,ACC 
21156788,ACC 
21160514,ACC 
21160698,ACC 
21166104,ACC 
21167037,ACC 
21169567,ACC 
21170327,ACC 
21171225,ACC 
21171314,ACC 
21171505,ACC 
21171541,ACC 
21172040,ACC 
21172282,ACC 
21173474,ACC 
21174978,ACC 
21176362,ACC 
21177143,ACC 
21179961,ACC 
21182035,ACC 
21184016,ACC 
21187209,ACC 
21187245,ACC 
21191095,ACC 
21194285,ACC 
21194649,ACC 
21197215,ACC 
21197563,ACC 
21197673,ACC 
21198395,ACC 
21201479,ACC 
21203930,ACC 
21204073,ACC 
21208047,ACC 
21209420,ACC 
21213884,ACC 
21214959,ACC 
21215642,ACC 
21216264,ACC 
21221493,ACC 
21224572,ACC 
21227485,ACC 
21230656,ACC 
21239171,ACC 
21239469,ACC 
21241574,ACC 
21242059,ACC 
21243220,ACC 
21243332,ACC 
21244683,ACC 
21250486,ACC 
21250524,ACC 
21254991,ACC 
21256042,ACC 
21256510,ACC 
21262283,ACC 
21262621,ACC 
21263938,ACC 
21267884,ACC 
21268874,ACC 
21272434,ACC 
21272682,ACC 
21282034,ACC 
21282252,ACC 
21284140,ACC 
21288363,ACC 
21289175,ACC 
21290168,ACC 
21291123,ACC 
21291478,ACC 
21294239,ACC 
21300281,ACC 
21301070,ACC 
21301297,ACC 
21303208,ACC 
21306318,ACC 
21307671,ACC 
21309068,ACC 
21314691,ACC 
21314897,ACC 
21316087,ACC 
21316320,ACC 
21319123,ACC 
21321866,ACC 
21323270,ACC 
21326958,ACC 
21327856,ACC 
21334246,ACC 
21063506,ACTT
21091491,ACTT
21112986,ACTT
21124995,ACTT
21124998,ACTT
21140541,ACTT
21140545,ACTT
21152068,ACTT
21152073,ACTT
21152077,ACTT
21169099,ACTT
21169104,ACTT
21169105,ACTT
21175057,ACTT
21175067,ACTT
21175070,ACTT
21190998,ACTT
21195420,ACTT
21198354,ACTT
21198480,ACTT
21198513,ACTT
21198518,ACTT
21198520,ACTT
21216470,ACTT
21216473,ACTT
21216480,ACTT
21216484,ACTT
21216489,ACTT
21295854,ACTT
21295857,ACTT
21297660,ACTT
21297662,ACTT
21301130,ACTT
21302991,ACTT
21302993,ACTT
21316474,ACTT
21316477,ACTT
21316502,ACTT
21000029,ADVI
21000033,ADVI
21000050,ADVI
21000138,ADVI
21000153,ADVI
21000249,ADVI
21000262,ADVI
21000378,ADVI
21000425,ADVI
21000437,ADVI
21000446,ADVI
21000529,ADVI
21000755,ADVI
21000780,ADVI
21000804,ADVI
21000812,ADVI
21000826,ADVI
21000831,ADVI
21000988,ADVI
21000995,ADVI
21001006,ADVI
21001028,ADVI
21001043,ADVI
21001048,ADVI
21001131,ADVI
21001194,ADVI
21001205,ADVI
21001219,ADVI
21001295,ADVI
21001306,ADVI
21001436,ADVI
21001465,ADVI
21001561,ADVI
21001632,ADVI
21001814,ADVI
21001831,ADVI
21001861,ADVI
21001951,ADVI
21001960,ADVI
21001998,ADVI
21002042,ADVI
21002047,ADVI
21002130,ADVI
21002189,ADVI
21002301,ADVI
21002302,ADVI
21002306,ADVI
21002309,ADVI
21002324,ADVI
21002776,ADVI
21002800,ADVI
21002814,ADVI
21003069,ADVI
21003075,ADVI
21003108,ADVI
21003141,ADVI
21003189,ADVI
21003191,ADVI
21003283,ADVI
21003330,ADVI
21003335,ADVI
21003359,ADVI
21003466,ADVI
21003480,ADVI
21003496,ADVI
21003536,ADVI
21003549,ADVI
21003568,ADVI
21003702,ADVI
21003967,ADVI
21003974,ADVI
21004109,ADVI
21004155,ADVI
21004171,ADVI
21004183,ADVI
21004213,ADVI
21004217,ADVI
21004361,ADVI
21004392,ADVI
21004398,ADVI
21004451,ADVI
21004490,ADVI
21004581,ADVI
21004734,ADVI
21004770,ADVI
21004800,ADVI
21004833,ADVI
21004881,ADVI
21004932,ADVI
21004941,ADVI
21004952,ADVI
21004973,ADVI
21004976,ADVI
21004998,ADVI
21005011,ADVI
21005164,ADVI
21005377,ADVI
21005652,ADVI
21005767,ADVI
21005874,ADVI
21005913,ADVI
21005944,ADVI
21006003,ADVI
21006028,ADVI
21006110,ADVI
21006193,ADVI
21006285,ADVI
